gameId,gameDateTimeEst,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId
28300676,1984-02-29 20:00:00,New York,Knicks,1610612752,Boston,Celtics,1610612738,0,1,102,98,21,,,76,37,0.487,,0,,33,28,0.848,,,39,21,,4,240,,,,,,,,,,,,,,,,,
20300537,2004-01-13 20:30:00,Detroit,Pistons,1610612765,Chicago,Bulls,1610612741,0,1,105,89,24,4,3,86,37,0.43,15,7,0.467,31,24,0.774,34,22,56,18,13,16,240,,,,,,,,,,,,,,,,,
28700763,1988-03-25 20:00:00,Los Angeles,Clippers,1610612746,Golden State,Warriors,1610612744,1,1,113,98,27,7,7,96,44,0.458,1,1,1,40,24,0.6,33,21,54,24,12,15,240,,,,,,,,,,,,,,,,,
25500191,1956-02-04 19:00:00,Ft. Wayne Zollner,Pistons,1610612765,St. Louis,Hawks,1610612737,1,0,94,98,,,,,36,,,,,,22,,,,,21,,-4,0,,,,,,,,,,,,,,,,,
27700003,1977-10-18 20:00:00,Chicago,Bulls,1610612741,Cleveland,Cavaliers,1610612739,0,1,91,88,,,,,38,,,,,28,15,0.536,,,,20,,3,240,,,,,,,,,,,,,,,,,
21800143,2018-11-05 19:30:00,Chicago,Bulls,1610612741,New York,Knicks,1610612752,0,1,116,115,15,9,9,95,43,0.453,30,8,0.267,30,22,0.733,37,11,48,22,19,1,290,,,,,,,,,,,,,,,,,
21500607,2016-01-16 20:00:00,New York,Knicks,1610612752,Memphis,Grizzlies,1610612763,0,0,95,103,20,6,4,77,35,0.455,20,5,0.25,24,20,0.833,30,6,36,20,11,-8,240,,,,,,,,,,,,,,,,,
25700220,1958-02-09 19:00:00,Detroit,Pistons,1610612765,New York,Knicks,1610612752,1,0,98,100,,,,,39,,,,,,20,,,,,22,,-2,0,,,,,,,,,,,,,,,,,
11000115,2010-10-22 19:00:00,Toronto,Raptors,1610612761,New York,Knicks,1610612752,1,1,108,103,30,1,13,91,42,0.462,18,8,0.444,20,16,0.8,22,19,41,28,21,5,240,,,,,,,,,,,,,,,,,
22400556,2025-01-14 19:30:00,Phoenix,Suns,1610612756,Atlanta,Hawks,1610612737,0,0,117,122,28,4,10,84,43,0.512,35,13,0.371,27,18,0.667,31,6,37,17,13,-5,240,31,25,31,30,26,9,10,4,21,22,42,9,6,0,19,20,
29000129,1990-11-21 20:00:00,Utah,Jazz,1610612762,Orlando,Magic,1610612753,1,1,106,91,29,13,11,75,39,0.52,4,2,0.5,35,26,0.743,32,8,40,19,13,15,240,,,,,,,,,,,,,,,,,
20300689,2004-02-02 21:00:00,Utah,Jazz,1610612762,San Antonio,Spurs,1610612759,1,0,65,83,16,10,4,69,25,0.362,9,3,0.333,20,12,0.6,26,11,37,27,17,-18,240,,,,,,,,,,,,,,,,,
29101008,1992-04-05 20:00:00,Dallas,Mavericks,1610612742,Sacramento,Kings,1610612758,0,0,89,103,19,9,5,86,36,0.419,7,1,0.143,22,16,0.727,40,15,55,27,19,-14,240,,,,,,,,,,,,,,,,,
28400811,1985-03-23 20:00:00,Los Angeles,Clippers,1610612746,Portland,Trail Blazers,1610612757,0,0,123,126,30,,,92,54,0.587,,1,,18,14,0.778,,,36,31,,-3,240,,,,,,,,,,,,,,,,,
22301055,2024-03-27 20:00:00,Memphis,Grizzlies,1610612763,Los Angeles,Lakers,1610612747,1,0,124,136,30,3,10,97,46,0.474,43,17,0.395,19,15,0.789,26,13,39,23,14,-12,240,,,,,,,,,,,,,,,,,
26300352,1964-03-15 19:00:00,St. Louis,Hawks,1610612737,Cincinnati,Royals,1610612758,0,0,101,124,,,,,40,,,,,29,21,0.724,,,,,,-23,0,,,,,,,,,,,,,,,,,
29300545,1994-01-28 20:00:00,Philadelphia,76ers,1610612755,Phoenix,Suns,1610612756,1,0,103,108,20,8,4,91,43,0.473,14,1,0.071,19,16,0.842,24,15,39,21,11,-5,240,,,,,,,,,,,,,,,,,
21600598,2017-01-13 22:00:00,Portland,Trail Blazers,1610612757,Orlando,Magic,1610612753,1,0,109,115,19,9,6,97,39,0.402,34,10,0.294,25,21,0.84,31,12,43,20,10,-6,240,,,,,,,,,,,,,,,,,
21200006,2012-10-31 19:30:00,Detroit,Pistons,1610612765,Houston,Rockets,1610612745,1,0,96,105,21,4,12,79,35,0.443,16,6,0.375,26,20,0.769,26,10,36,15,16,-9,240,,,,,,,,,,,,,,,,,
29900440,2000-01-04 22:30:00,Los Angeles,Lakers,1610612747,Los Angeles,Clippers,1610612746,0,1,122,98,23,6,8,104,50,0.481,7,3,0.429,27,19,0.704,40,19,59,19,8,24,240,,,,,,,,,,,,,,,,,
40300124,2004-04-26 19:00:00,Detroit,Pistons,1610612765,Milwaukee,Bucks,1610612749,0,1,109,92,31,10,11,72,41,0.569,15,7,0.467,21,20,0.952,27,6,33,18,12,17,240,,,,,,,,,,,,,,,,,
21000317,2010-12-08 19:00:00,Chicago,Bulls,1610612741,Cleveland,Cavaliers,1610612739,0,1,88,83,24,4,11,78,35,0.449,16,6,0.375,20,12,0.6,34,10,44,18,16,5,240,,,,,,,,,,,,,,,,,
29201086,1993-04-23 20:00:00,Indiana,Pacers,1610612754,Detroit,Pistons,1610612765,0,0,104,109,21,0,3,82,35,0.427,19,7,0.368,33,27,0.818,23,13,36,27,12,-5,240,,,,,,,,,,,,,,,,,
20200809,2003-02-24 20:00:00,Utah,Jazz,1610612762,Memphis,Grizzlies,1610612763,0,0,92,103,24,4,8,81,33,0.407,11,4,0.364,29,22,0.759,25,15,40,21,15,-11,240,,,,,,,,,,,,,,,,,
29200811,1993-03-13 20:00:00,Portland,Trail Blazers,1610612757,San Antonio,Spurs,1610612759,0,0,99,108,26,4,5,87,39,0.448,10,3,0.3,21,18,0.857,29,10,39,22,10,-9,240,,,,,,,,,,,,,,,,,
27600756,1977-03-22 19:00:00,San Antonio,Spurs,1610612759,Boston,Celtics,1610612738,1,0,104,108,,,,,42,,,,,29,20,0.69,,,,24,,-4,240,,,,,,,,,,,,,,,,,
20000885,2001-03-08 19:30:00,Orlando,Magic,1610612753,Charlotte,Hornets,1610612766,0,0,84,97,17,5,7,75,28,0.373,12,4,0.333,28,24,0.857,31,8,39,18,18,-13,240,,,,,,,,,,,,,,,,,
21700943,2018-03-04 15:30:00,Phoenix,Suns,1610612756,Atlanta,Hawks,1610612737,0,0,112,113,33,6,6,92,46,0.5,26,11,0.423,15,9,0.6,36,5,41,19,14,-1,240,,,,,,,,,,,,,,,,,
27900422,1979-12-20 20:00:00,San Diego,Clippers,1610612746,New York,Knicks,1610612752,1,1,128,118,,,,,49,,,2,,35,28,0.8,,,,16,,10,240,,,,,,,,,,,,,,,,,
47600313,1977-05-11 19:00:00,Philadelphia,76ers,1610612755,Houston,Rockets,1610612745,0,0,94,118,,,,,38,,,,,30,18,0.6,,,,30,,-24,240,,,,,,,,,,,,,,,,,
49900042,2000-05-09 20:00:00,Miami,Heat,1610612748,New York,Knicks,1610612752,1,0,76,82,15,7,6,74,25,0.338,22,7,0.318,33,19,0.576,38,12,50,32,12,-6,240,,,,,,,,,,,,,,,,,
27500459,1976-02-10 20:05:00,Kansas City,Kings,1610612758,Atlanta,Hawks,1610612737,0,0,89,111,,,,,37,,,,,22,15,0.682,,,,27,,,240,,,,,,,,,,,,,,,,,
20600698,2007-02-02 22:30:00,Seattle,SuperSonics,1610612760,Chicago,Bulls,1610612741,1,0,101,107,26,4,12,84,37,0.44,22,8,0.364,24,19,0.792,29,7,36,28,17,-6,240,,,,,,,,,,,,,,,,,
22100982,2022-03-09 19:00:00,Detroit,Pistons,1610612765,Chicago,Bulls,1610612741,1,0,108,114,25,3,6,82,42,0.512,31,11,0.355,17,13,0.765,27,5,32,25,16,-6,240,,,,,,,,,,,,,,,,,
29300971,1994-04-05 20:00:00,Detroit,Pistons,1610612765,Indiana,Pacers,1610612754,0,0,89,105,23,1,5,81,33,0.407,9,4,0.444,23,19,0.826,29,15,44,25,19,-16,240,,,,,,,,,,,,,,,,,
20000842,2001-03-02 20:00:00,Detroit,Pistons,1610612765,Miami,Heat,1610612748,1,0,93,97,19,6,5,85,35,0.412,18,7,0.389,23,16,0.696,32,14,46,28,13,-4,265,,,,,,,,,,,,,,,,,
21300236,2013-11-29 20:00:00,Washington,Wizards,1610612764,Indiana,Pacers,1610612754,0,0,73,93,16,10,5,73,29,0.397,18,6,0.333,13,9,0.692,31,6,37,12,18,-20,240,,,,,,,,,,,,,,,,,
28900713,1990-02-23 20:00:00,San Antonio,Spurs,1610612759,Minnesota,Timberwolves,1610612750,1,1,105,95,25,13,13,83,42,0.506,2,0,0,27,21,0.778,29,13,42,24,20,10,240,,,,,,,,,,,,,,,,,
26900490,1970-03-01 19:00:00,Philadelphia,76ers,1610612755,Baltimore,Bullets,1610612764,1,1,104,99,,,,,46,,,,,14,12,0.857,,,,24,,5,240,,,,,,,,,,,,,,,,,
22000105,2021-01-05 22:00:00,San Antonio,Spurs,1610612759,Los Angeles,Clippers,1610612746,0,1,116,113,23,3,9,96,44,0.458,40,20,0.5,11,8,0.727,33,11,44,13,11,3,240,,,,,,,,,,,,,,,,,
27900346,1979-12-15 20:00:00,Chicago,Bulls,1610612741,Washington,Bullets,1610612764,1,0,113,115,,,,,45,,,0,,26,23,0.885,,,,25,,-2,265,,,,,,,,,,,,,,,,,
20601009,2007-03-21 19:30:00,Charlotte,Bobcats,1610612766,Boston,Celtics,1610612738,0,1,92,84,22,2,10,79,35,0.443,21,7,0.333,19,15,0.789,28,8,36,20,15,8,240,,,,,,,,,,,,,,,,,
20501050,2006-03-28 20:00:00,Memphis,Grizzlies,1610612763,Seattle,SuperSonics,1610612760,1,0,97,98,20,5,8,77,39,0.506,15,5,0.333,18,14,0.778,22,10,32,15,12,-1,240,,,,,,,,,,,,,,,,,
49400010,1995-04-29 20:00:00,Atlanta,Hawks,1610612737,Indiana,Pacers,1610612754,0,0,97,105,13,4,10,74,28,0.378,22,8,0.364,43,33,0.767,26,9,35,36,10,-8,240,,,,,,,,,,,,,,,,,
26900062,1969-11-05 19:00:00,San Diego,Rockets,1610612745,Cincinnati,Royals,1610612758,0,0,120,133,,,,,42,,,,,55,36,0.655,,,,36,,-13,240,,,,,,,,,,,,,,,,,
11900062,2019-10-16 19:00:00,Detroit,Pistons,1610612765,Charlotte,Hornets,1610612766,0,1,116,110,25,3,5,87,42,0.483,41,14,0.341,25,18,0.72,31,15,46,23,21,6,240,,,,,,,,,,,,,,,,,
20400953,2005-03-16 22:30:00,Orlando,Magic,1610612753,Los Angeles,Clippers,1610612746,0,0,102,110,20,4,10,81,41,0.506,4,2,0.5,23,18,0.783,23,7,30,29,7,-8,240,,,,,,,,,,,,,,,,,
29100303,1991-12-17 20:00:00,Golden State,Warriors,1610612744,Minnesota,Timberwolves,1610612750,1,1,119,105,21,3,8,88,44,0.5,3,1,0.333,33,30,0.909,29,17,46,23,20,14,240,,,,,,,,,,,,,,,,,
28900452,1990-01-12 20:00:00,Sacramento,Kings,1610612758,Phoenix,Suns,1610612756,0,0,96,111,25,3,4,82,38,0.463,5,2,0.4,24,18,0.75,31,5,36,26,15,-15,240,,,,,,,,,,,,,,,,,
29400773,1995-03-05 20:00:00,San Antonio,Spurs,1610612759,Houston,Rockets,1610612745,1,1,124,103,26,7,11,86,45,0.523,17,7,0.412,34,27,0.794,33,21,54,23,14,21,240,,,,,,,,,,,,,,,,,
27000463,1971-01-29 19:00:00,Cleveland,Cavaliers,1610612739,Atlanta,Hawks,1610612737,0,0,111,119,,,,,47,,,,,23,17,0.739,,,,26,,-8,240,,,,,,,,,,,,,,,,,
49500053,1996-05-19 20:00:00,Orlando,Magic,1610612753,Chicago,Bulls,1610612741,0,0,83,121,17,1,8,73,35,0.479,16,5,0.313,24,8,0.333,22,6,28,12,16,-38,240,,,,,,,,,,,,,,,,,
21400704,2015-01-30 22:30:00,Phoenix,Suns,1610612756,Chicago,Bulls,1610612741,1,1,99,93,16,5,7,90,39,0.433,22,6,0.273,17,15,0.882,39,11,50,21,13,6,240,,,,,,,,,,,,,,,,,
28600343,1987-01-02 20:00:00,Chicago,Bulls,1610612741,Boston,Celtics,1610612738,0,0,99,113,21,2,10,92,39,0.424,3,0,0,29,21,0.724,22,22,44,27,12,-14,240,,,,,,,,,,,,,,,,,
21900810,2020-02-12 19:30:00,Milwaukee,Bucks,1610612749,Indiana,Pacers,1610612754,0,0,111,118,18,5,7,91,37,0.407,37,13,0.351,25,24,0.96,33,11,44,21,18,-7,240,,,,,,,,,,,,,,,,,
29200805,1993-03-13 20:00:00,Houston,Rockets,1610612745,Utah,Jazz,1610612762,1,1,104,95,22,1,6,71,35,0.493,17,9,0.529,35,25,0.714,27,11,38,18,14,9,240,,,,,,,,,,,,,,,,,
20300185,2003-11-23 20:00:00,Sacramento,Kings,1610612758,Chicago,Bulls,1610612741,1,1,110,99,31,1,7,89,41,0.461,25,13,0.52,18,15,0.833,37,14,51,16,14,11,240,,,,,,,,,,,,,,,,,
27000682,1971-03-19 19:00:00,Phoenix,Suns,1610612756,Los Angeles,Lakers,1610612747,0,1,111,106,,,,,46,,,,,22,19,0.864,,,,26,,5,240,,,,,,,,,,,,,,,,,
28800478,1989-01-24 20:00:00,Phoenix,Suns,1610612756,Charlotte,Hornets,1610612766,1,1,106,103,26,9,8,81,41,0.506,3,2,0.667,28,22,0.786,32,11,43,19,14,3,240,,,,,,,,,,,,,,,,,
